UID,Facility_Name,Owner,Lat,Lon,City,County,State,Zipcode,Standard,Type_of_Facility,Congressional_District,Rep,Party,Simple_Status,Status,Source_Name,Source_Link,FRS_ID,dem_frs_id,EIS_ID,TRI_ID,GHGRP_ID,Total_Population_1_Mile,per_People_of_Color_1_Mile,per_Low_Income_1_Mile,per_5_and_Younger_1_Mile,per_65_and_Older_1_Mile,Total_Population_3_Miles,per_People_of_Color_3_Miles,per_Low_Income_3_Miles,per_5_and_Younger_3_Miles,per_65_and_Older_3_Miles,FRS_ID_CAA_Compliance,ECHO_Link_CAA_Compliance,CAA_Compliance_Status,Quarters_of_Past_12_in_Noncompliance,Quarters_of_Past_12_with_High_Priority_Violations,Formal_Enforcement_Actions_within_Past_5_Years,GHGRP_2023_GHG_Emissions_MTCO2e,NEI_2020_CAP_Emissions_tons,NEI_2020_HAP_Emissions_lbs
1057,"American Contract Systems, Inc.",,41.1119,-83.2161,Tiffin,Seneca,OH,44883,Sterilizer Rule,Commercial Sterilizer,OH5,Rep. Bob Latta,Republican,No Information,No Information,,,110070616641,110070616641,21480811,0,0,1442,12,34,2,24,17931,11,39,4,15,110070616641,https://echo.epa.gov/detailed-facility-report?fid=110070616641,No Violation Identified,0,0,0,#N/A,#N/A,"2,655"
1058,Lemco Ardmore,MedXL,34.1352,-97.1387,Ardmore,Carter,OK,73401,Sterilizer Rule,Commercial Sterilizer,OK4,Rep. Tom Cole,Republican,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-security-with-respect-to-sterile-medical-equipment/,110001638032,110001638032,1047511,7340WLMCRD324HA,0,688,18,35,4,18,11621,38,42,7,17,110001638032,https://echo.epa.gov/detailed-facility-report?fid=110001638032,No Violation Identified,0,0,0,#N/A,#N/A,546
1059,B Braun Med Inc/Allentown,B. Braun U.S. Device Manufacturing LLC,40.6415,-75.4485,Allentown,Lehigh,PA,18109,Sterilizer Rule,Commercial Sterilizer,PA7,Rep. Ryan Mackenzie,Republican,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-security-with-respect-to-sterile-medical-equipment/,110000334745,110000334745,14657611,18018BRRNM824TW,0,3950,47,34,5,17,104505,55,42,7,14,110000334745,https://echo.epa.gov/detailed-facility-report?fid=110000334745,No Violation Identified,0,0,0,#N/A,3,"1,019"
1060,Cosmed Group Llc/Erie,Cosmed Group Inc,42.1235,-80.0222,Erie,Erie,PA,16510,Sterilizer Rule,Commercial Sterilizer,PA16,Rep. Mike Kelly,Republican,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-security-with-respect-to-sterile-medical-equipment/,110000332015,110000332015,3765611,16510MDCLM2205E,0,11759,30,40,7,15,72482,31,46,7,14,110000332015,https://echo.epa.gov/detailed-facility-report?fid=110000332015,No Violation Identified,2,2,2,#N/A,#N/A,832
1061,American Contract Systems,,40.7588,-80.1224,Zelienople,Butler,PA,16063,Sterilizer Rule,Commercial Sterilizer,PA16,Rep. Mike Kelly,Republican,No Information,No Information,,,110070566686,110070566686,21481111,0,0,884,0,14,7,22,16934,5,11,6,16,110070566686,https://echo.epa.gov/detailed-facility-report?fid=110070566686,No Violation Identified,0,0,0,#N/A,#N/A,"1,497"
1062,Edwards Lifesciences Technology Sàrl,Becton Dickinson and Company,18.2947,-67.1367,Añasco,Anasco,PR,00610,Sterilizer Rule,Commercial Sterilizer,PR98,,,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-security-with-respect-to-sterile-medical-equipment/,"110042075072, 110071723751",110071723751,"6982311, 6982211",00610BXTRHROAD4,0,7356,97,73,4,19,24335,97,73,3,19,110071723751,https://echo.epa.gov/detailed-facility-report?fid=110071723751,No Violation Identified,0,0,0,#N/A,11,781
1063,"St. Jude Medical Puerto Rico, Llc.",,18.4571,-66.6602,Arecibo,Arecibo Municipio,PR,00612,Sterilizer Rule,Commercial Sterilizer,PR98,,,No Information,No Information,,,110070059408,110070059408,17622611,0,0,2461,100,66,4,17,24800,100,77,3,19,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,0,18
1064,"Guidant Puerto Rico, B.V. (Dba Boston Scientific Puerto Rico)",,18.4665,-66.2689,Dorado,Dorado,PR,00646,Sterilizer Rule,Commercial Sterilizer,PR98,,,No Information,No Information,,,"110070827938, 110030818550, 110022408900",110022408900,18934511,0,0,8945,95,53,2,21,26078,96,57,4,19,110022408900,https://echo.epa.gov/detailed-facility-report?fid=110022408900,No Violation Identified,0,0,0,#N/A,#N/A,14
1065,"Customed, Inc.",,18.3282,-65.6615,Fajardo,Fajardo,PR,00738,Sterilizer Rule,Commercial Sterilizer,PR98,,,No Information,No Information,,,"110015588130, 110070070768",110015588130,21486811,0073WCSTMDCALLE,0,8948,100,77,5,24,31846,100,76,4,22,110015588130,https://echo.epa.gov/detailed-facility-report?fid=110015588130,No Violation Identified,0,0,0,#N/A,#N/A,#N/A
1066,Medtronic Puerto Rico Operations Company (Mproc Juncos),,18.2327,-65.9094,Juncos,Juncos,PR,00777,Sterilizer Rule,Commercial Sterilizer,PR98,,,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-security-with-respect-to-sterile-medical-equipment/,"110071876299, 110013292702, 110070338387, 110071854205",110071876299,21482511,0,0,6166,100,65,4,21,40131,100,70,4,16,110071876299,https://echo.epa.gov/detailed-facility-report?fid=110071876299,No Violation Identified,0,0,0,#N/A,#N/A,50
1067,"Steri-Tech, Inc.",,17.9708,-66.3001,Salinas,Salinas,PR,00751,Sterilizer Rule,Commercial Sterilizer,PR98,,,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-security-with-respect-to-sterile-medical-equipment/,"110000602820, 110054252599",110000602820,15515811,00751STRTCRD701,0,5996,100,78,4,27,12096,100,76,4,22,110000602820,https://echo.epa.gov/detailed-facility-report?fid=110000602820,No Violation Identified,0,0,1,#N/A,#N/A,"1,050"
1068,Medtronic Pr Operation Co.,,18.1277,-66.4976,Villalba,Villalba,PR,00766,Sterilizer Rule,Commercial Sterilizer,PR98,,,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-security-with-respect-to-sterile-medical-equipment/,"110071855037, 110007805107",110007805107,21482611,0,0,5492,100,79,6,18,19800,100,79,5,20,110007805107,https://echo.epa.gov/detailed-facility-report?fid=110007805107,No Violation Identified,0,0,1,#N/A,#N/A,249
1069,Steris-Isomedix Services,,34.9180,-81.8937,Spartanburg,Spartanburg,SC,29306,Sterilizer Rule,Commercial Sterilizer,SC4,Rep. William Timmons,Republican,No Information,No Information,,,110000352706,110000352706,6640211,29301SMDXN2072S,0,3013,37,38,4,22,27035,43,40,5,19,110000352706,https://echo.epa.gov/detailed-facility-report?fid=110000352706,No Violation Identified,0,0,0,#N/A,#N/A,916
1070,3M Company,,44.2960,-96.7645,Brookings,Brookings,SD,57006,Sterilizer Rule,Commercial Sterilizer,SD1,Rep. Dusty Johnson,Republican,No Information,No Information,,,110000427565,110000427565,5047611,57006MCMPN60122,0,4640,18,24,7,18,21073,13,32,5,11,110000427565,https://echo.epa.gov/detailed-facility-report?fid=110000427565,No Violation Identified,0,0,0,#N/A,225,"40,547"
1072,"Deroyal Industries, Inc.",,36.4242,-83.6294,New Tazewell,Claiborne,TN,37825,Sterilizer Rule,Commercial Sterilizer,TN2,Rep. Tim Burchett,Republican,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-security-with-respect-to-sterile-medical-equipment/,"110002338738, 110007190707",110007190707,3082511,37825RYLST1135H,0,435,4,36,2,18,3731,4,36,2,19,110007190707,https://echo.epa.gov/detailed-facility-report?fid=110007190707,#N/A,#N/A,#N/A,0,#N/A,#N/A,"1,769"
1073,"Steritec, Inc.",,32.2185,-95.8286,Athens,Henderson,TX,75751,Sterilizer Rule,Commercial Sterilizer,TX5,Rep. Lance Gooden,Republican,No Information,No Information,,,"110035029313, 110062088636",110035029313,21482911,7575WSTRTC175EN,0,1179,46,62,5,15,8461,53,54,6,20,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,"6,374"
1074,Dynatec Scientific Laboratories,,31.7518,-106.2808,El Paso,El Paso,TX,79936,Sterilizer Rule,Commercial Sterilizer,TX16,Rep. Veronica Escobar,Democrat,No Information,No Information,,,110071855035,110071855035,21481811,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,0
1075,"Isomedix Operations, Inc.",,31.7294,-106.2914,El Paso,El Paso,TX,79936,Sterilizer Rule,Commercial Sterilizer,TX16,Rep. Veronica Escobar,Democrat,No Information,No Information,,,"110002131014, 110014421438",110002131014,6888911,"75050CSMDF1175I, 79936SMDXN1435I",0,4161,80,15,5,3,4161,80,15,5,3,110002131014,https://echo.epa.gov/detailed-facility-report?fid=110002131014,No Violation Identified,0,0,0,#N/A,#N/A,985
1076,"Isomedix Operations, Inc.",,32.8000,-97.0472,Grand Prairie,Tarrant,TX,75050,Sterilizer Rule,Commercial Sterilizer,TX33,Rep. Veronica Escobar,Democrat,No Information,No Information,,,"110056966083, 110002131014",110002131014,3049411,75050CSMDF1175I,0,4161,80,15,5,3,63845,72,30,7,8,110002131014,https://echo.epa.gov/detailed-facility-report?fid=110002131014,No Violation Identified,0,0,0,#N/A,#N/A,"6,467"
1077,Sterigenics U.S. Llc,,32.7902,-97.0440,Grand Prairie,Tarrant,TX,75050,Sterilizer Rule,Commercial Sterilizer,TX33,Rep. Marc Veasey,Democrat,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-security-with-respect-to-sterile-medical-equipment/,110015320543,110015320543,9132811,75050BSNCX132AV,0,4352,72,15,3,9,62784,73,31,7,8,110015320543,https://echo.epa.gov/detailed-facility-report?fid=110015320543,No Violation Identified,0,0,1,#N/A,#N/A,"2,161"
1078,Midwest Sterilization Corporation,,27.6203,-99.5031,Laredo,Webb,TX,78045,Sterilizer Rule,Commercial Sterilizer,TX28,Rep. Henry Cuellar,Democrat,No Information,No Information,,,110024942678,110024942678,9061511,78045MDWST121GE,0,2057,91,46,6,4,38020,96,32,7,7,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,"8,673"
1079,"Ethicon, Inc.",,31.4762,-100.3917,San Angelo,Tom Green,TX,76905,Sterilizer Rule,Commercial Sterilizer,TX11,Rep. August Pfluger,Republican,No Information,No Information,,,110000460661,110000460661,6755311,76905THCNN3348P,0,2609,55,36,21,12,20130,60,40,10,17,110000460661,https://echo.epa.gov/detailed-facility-report?fid=110000460661,No Violation Identified,0,0,0,#N/A,#N/A,"1,615"
1080,Sterilization Services Of Virginia,,37.5035,-77.3566,Richmond,Richmond city,VA,23231,Sterilizer Rule,Commercial Sterilizer,VA4,Rep. Jennifer McClellan,Democrat,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-security-with-respect-to-sterile-medical-equipment/,"110000341862, 110070379640",110000341862,17953611,23231STRLZ5674E,0,1633,70,19,2,15,34385,78,36,5,15,110000341862,https://echo.epa.gov/detailed-facility-report?fid=110000341862,No Violation Identified,0,0,0,#N/A,#N/A,"7,458"
1081,"Sterigenics Us, Llc - Ethylene Oxide Commercial Sterilization Plant",,40.7802,-112.0286,Salt Lake City,Salt Lake,UT,84116,Sterilizer Rule,Commercial Sterilizer,UT2,Rep. Celeste Maloy,Republican,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-security-with-respect-to-sterile-medical-equipment/,110000469528,110000469528,7307111,84116SRXMD5725W,0,112,63,26,9,6,1586,64,27,9,6,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,"1,972"
1082,Bd Medical,Becton Dickinson and Company,40.5788,-111.8947,Sandy,Salt Lake,UT,84070,Sterilizer Rule,Commercial Sterilizer,UT3,"Rep. Michael ""Mike"" Kennedy",Republican,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-security-with-respect-to-sterile-medical-equipment/,110000469065,110000469065,7697511,84070DSRTM9450S,0,11639,32,27,10,12,124777,26,20,7,13,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,692
1083,Central Virginia Health Network,,37.5943,-77.4868,Richmond,Henrico,VA,23230,Sterilizer Rule,Commercial Sterilizer,VA4,Rep. Jennifer McClellan,Democrat,No Information,No Information,,,110021037457,110021037457,21481711,0,0,5662,36,25,4,21,91178,35,26,5,17,110021037457,https://echo.epa.gov/detailed-facility-report?fid=110021037457,No Violation Identified,0,0,0,#N/A,#N/A,0
1084,Lifenet Health,,36.8979,-76.1844,Virginia Beach,Virginia Beach city,VA,23455,Sterilizer Rule,Commercial Sterilizer,VA2,Rep. Jen Kiggans,Republican,No Information,No Information,,,110061917859,110061917859,21482311,0,0,5412,50,32,8,11,82928,51,30,7,13,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,1
1085,Alcon - Advance Optic Device Center North,,38.5728,-82.2849,Lesage,Cabell,WV,25537,Sterilizer Rule,Commercial Sterilizer,WV1,Rep. Carol Miller,Republican,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-security-with-respect-to-sterile-medical-equipment/,"110055189139, 110071723098",110071723098,21481411,0,0,135,7,33,7,27,1433,6,39,7,23,110071723098,https://echo.epa.gov/detailed-facility-report?fid=110071723098,No Violation Identified,0,0,0,#N/A,#N/A,1
1088,Chemence Medical Inc.,,34.1204,-84.2161,Alpharetta,Fulton,GA,30005,Sterilizer Rule,Commercial Sterilizer,GA7,Rep. Rich McCormick,Republican,No Information,No Information,,,110055056834,110055056834,0,0,0,4221,56,8,6,7,54857,49,11,7,9,110055056834,https://echo.epa.gov/detailed-facility-report?fid=110055056834,No Violation Identified,0,0,0,#N/A,#N/A,#N/A
1089,Barry,Alabama Power Co,31.0069,-88.0103,Mount Vernon,Mobile,AL,36560,MATS,Coal Power Plant,AL1,Rep. Barry Moore,Republican,Received Exemption,Received Exemption,Annex 1,https://www.epa.gov/system/files/documents/2025-04/regulatory-relief-for-certain-stationary-annex-1.pdf,"110000741270, 110071882459",110000741270,1056111,36512LBMPWUSHWY,0,134,37,29,3,22,1061,37,33,5,21,110000741270,https://echo.epa.gov/detailed-facility-report?fid=110000741270,High Priority Violation,12,12,2,#N/A,"5,040","92,233"
1090,Platte,City Of Grand Island - (Ne),40.8548,-98.3482,Grand Island,Hall,NE,68801,MATS,Coal Power Plant,NE3,Rep. Adrian Smith,Republican,No Information,No Information,,,110000448249,110000448249,8212011,68801PLTTG1035W,1007597,67,3,22,6,19,3912,21,25,7,22,110000448249,https://echo.epa.gov/detailed-facility-report?fid=110000448249,No Violation Identified,0,0,0,"444,108",895,"26,963"
1091,Whelan Energy Center,City Of Hastings - (Ne),40.5809,-98.3124,Hastings,Adams,NE,68901,MATS,Coal Power Plant,NE3,Rep. Adrian Smith,Republican,No Information,No Information,,,110001505602,110001505602,8399211,68901WHLNNEHWY6,1006654,86,17,38,6,13,5516,23,38,6,17,110001505602,https://echo.epa.gov/detailed-facility-report?fid=110001505602,High Priority Violation,11,11,0,"1,097,681","3,161","13,024"
1092,Holcomb,Sunflower Electric Power Corp,37.9308,-100.9725,Holcomb,Finney,KS,67851,MATS,Coal Power Plant,KS1,Rep. Tracey Mann,Republican,Received Exemption,Received Exemption,Annex 1,https://www.epa.gov/system/files/documents/2025-04/regulatory-relief-for-certain-stationary-annex-1.pdf,110009570259,110009570259,3167611,67851HLCMB2440H,0,203,40,28,6,8,2105,44,30,7,9,110009570259,https://echo.epa.gov/detailed-facility-report?fid=110009570259,No Violation Identified,0,0,0,#N/A,"3,614","8,421"
1093,Cross,South Carolina Public Service Authority,33.3715,-80.1132,Pineville,Berkeley,SC,29468,MATS,Coal Power Plant,SC1,Rep. Nancy Mace,Republican,No Information,No Information,,,"110000499764, 110067352484",110000499764,4120411,29436CRSSG553CR,1001427,93,66,58,8,37,927,56,52,6,33,110000499764,https://echo.epa.gov/detailed-facility-report?fid=110000499764,No Violation Identified,1,0,2,"8,508,886","9,185","45,312"
1094,Seminole,Seminole Electric Cooperative Inc,29.7331,-81.6328,Palatka,Putnam,FL,32177,MATS,Coal Power Plant,FL6,Rep. Randy Fine,Republican,No Information,No Information,,,110041142304,110041142304,2474411,32177SMNLGUSHWY,0,227,6,26,0,45,227,6,26,0,45,110041142304,https://echo.epa.gov/detailed-facility-report?fid=110041142304,No Violation Identified,7,0,2,#N/A,"12,532","98,930"
1095,Apache Station,Arizona Electric Pwr Coop Inc,32.0603,-109.8931,Cochise,Cochise,AZ,85606,MATS,Coal Power Plant,AZ6,Rep. Juan Ciscomani,Republican,Received Exemption,Received Exemption,Annex 1,https://www.epa.gov/system/files/documents/2025-04/regulatory-relief-for-certain-stationary-annex-1.pdf,"110043804390, 110070558649",110043804390,862811,85606RZNLCHWY19,1005949,11,27,27,0,27,126,25,33,3,31,110043804390,https://echo.epa.gov/detailed-facility-report?fid=110043804390,No Violation Identified,0,0,0,"1,458,091","2,942","38,571"
1096,Grec,Grand River Dam Authority,36.1903,-95.2894,Chouteau,Mayes,OK,74337,MATS,Coal Power Plant,OK2,Rep. Josh Brecheen,Republican,No Information,No Information,,,"110000598489, 110070834749, 110071160058, 110071708397, 3601657353",110000598489,8522311,74337GRNDR3MIEO,1001428,232,40,48,8,16,1780,39,44,8,18,110000598489,https://echo.epa.gov/detailed-facility-report?fid=110000598489,No Violation Identified,0,0,0,"1,969,971","1,444","17,816"
1097,Limestone,Nrg Texas Power Llc,31.4219,-96.2525,Jewett,Limestone,TX,75846,MATS,Coal Power Plant,TX17,Rep. Pete Sessions,Republican,Received Exemption,Received Exemption,Annex 1,https://www.epa.gov/system/files/documents/2025-04/regulatory-relief-for-certain-stationary-annex-1.pdf,110000608245,110000608245,5650511,75846LMSTNFM39A,0,31,13,32,3,39,337,24,37,6,26,110000608245,https://echo.epa.gov/detailed-facility-report?fid=110000608245,No Violation Identified,1,0,1,#N/A,"12,821","102,852"
1098,Comanche,Public Service Co Of Colorado,38.2081,-104.5747,Pueblo,Pueblo,CO,81006,MATS,Coal Power Plant,CO3,Rep. Jeff Hurd,Republican,No Information,No Information,,,110000467851,110000467851,4367811,81006PBLCS2005L,0,307,64,31,2,27,4014,59,37,4,21,110000467851,https://echo.epa.gov/detailed-facility-report?fid=110000467851,No Violation Identified,0,0,0,#N/A,"6,136","25,900"
1099,Hayden,Public Service Co Of Colorado,40.4856,-107.1850,Hayden,Routt,CO,81639,MATS,Coal Power Plant,CO2,Rep. Joe Neguse,Democrat,No Information,No Information,,,110012355281,110012355281,4458511,81639PBLCS12795,0,40,15,13,5,8,732,14,11,4,8,110012355281,https://echo.epa.gov/detailed-facility-report?fid=110012355281,No Violation Identified,1,0,1,#N/A,"2,584","20,267"
1100,Crystal River,"Duke Energy Florida, Llc",28.9656,-82.6977,Crystal River,Citrus,FL,34428,MATS,Coal Power Plant,FL12,Rep. Gus Bilirakis,Republican,No Information,No Information,,,"110017431215, 110053895451, 110070500576",110017431215,"11663311, 12772111",34428FLRDP15760,1001487,86,9,24,3,34,837,9,24,4,35,110017431215,https://echo.epa.gov/detailed-facility-report?fid=110017431215,No Violation Identified,1,0,1,"8,392,686",#N/A,#N/A
1101,Big Bend,Tampa Electric Co,27.7944,-82.4036,Gibsonton,Hillsborough,FL,33534,MATS,Coal Power Plant,FL14,Rep. Kathy Castor,Democrat,No Information,No Information,,,110008319505,110008319505,538611,33572TMPLC13031,0,1212,25,20,7,25,25499,44,18,6,15,110008319505,https://echo.epa.gov/detailed-facility-report?fid=110008319505,No Violation Identified,2,0,0,#N/A,"4,610","129,724"
1102,Northside Generating Station,Jea,30.4172,-81.5525,Jacksonville,Duval,FL,32226,MATS,Coal Power Plant,FL4,Rep. Aaron Bean,Republican,No Information,No Information,,,110045693692,110045693692,640211,0,1001498,320,38,25,16,16,6681,29,20,9,14,110045693692,https://echo.epa.gov/detailed-facility-report?fid=110045693692,No Violation Identified,2,0,0,"2,921,325","7,987","93,714"
1103,Bowen,Georgia Power Co,34.1256,-84.9222,Cartersville,Bartow,GA,30120,MATS,Coal Power Plant,GA11,Rep. Barry Loudermilk,Republican,Received Exemption,Received Exemption,Annex 1,https://www.epa.gov/system/files/documents/2025-04/regulatory-relief-for-certain-stationary-annex-1.pdf,110000356356,110000356356,2813011,30120BWNST317CO,0,522,16,22,8,4,6240,17,27,6,10,110000356356,https://echo.epa.gov/detailed-facility-report?fid=110000356356,No Violation Identified,0,0,0,#N/A,"12,808","34,824"
